"","Scleractinian_branching","Scleractinian_encrusting","Scleractinian_massive","Scleractinian_laminar","Scleractinian_solitary","Gorgonia","Black_coral","Hydroids","CCA","Cnidaria (non Scleractinian)","Sponges","Fleshy macroalgae","Crustose algae","Halimeda","Others"
"90_GAMMAN2_28",1.33,6.67,1.33,40,0,0,0,0,2.67,0,0,0,0,0,0
"90_GAMMAN2_29",0,0,1.33,30.67,0,0,0,0,0,0,0,5.33,0,0,0
"90_GAMMAN2_30",0,1.33,2.67,56,0,0,0,0,0,0,0,0,0,0,0
"90_SOCBOR1_1",0,1.33,0,1.33,0,1.33,0,0,37.33,0,1.33,0,0,0,0
"90_SOCBOR1_2",0,1.33,0,0,0,4,0,0,6.67,2.67,0,0,0,0,0
"90_SOCBOR1_3",0,0,0,1.33,0,1.33,0,0,40,0,0,0,0,0,0
"90_SOCBOR1_4",0,0,0,0,0,4,0,0,37.33,0,0,0,0,0,0
"90_SOCBOR1_5",0,1.33,0,0,0,2.67,0,0,12,2.67,1.33,0,0,0,0
"90_SOCBOR1_6",0,0,0,0,0,9.33,0,0,2.67,0,0,0,0,0,2.67
"90_SOCBOR1_7",0,0,0,1.33,0,8,0,0,8,1.33,2.67,0,0,0,0
"90_SOCBOR1_8",0,0,0,0,0,0,0,0,14.67,2.67,0,0,0,0,0
"90_SOCBOR1_9",0,0,0,0,0,5.33,0,0,45.33,6.67,0,0,0,0,1.33
"90_SOCBOR1_10",0,0,0,0,0,2.67,0,0,22.67,0,0,0,0,0,0
"90_SOCBOR1_11",0,0,0,0,0,4,0,0,26.67,1.33,4,0,0,0,0
"90_SOCBOR1_12",0,0,0,0,0,1.33,0,0,48,0,0,0,0,0,0
"90_SOCBOR1_13",0,0,0,0,0,0,0,0,25.33,5.33,2.67,0,0,0,0
"90_SOCBOR1_14",0,0,0,0,0,0,0,0,25.33,4,0,0,0,0,1.33
"90_SOCBOR1_15",0,1.33,0,1.33,0,0,0,0,10.67,0,0,0,0,0,0
"90_SOCBOR1_16",0,0,0,0,0,0,0,0,12,0,1.33,0,0,0,0
"90_SOCBOR1_17",0,0,0,0,0,0,0,0,16,1.33,0,0,0,0,0
"90_SOCBOR1_18",0,0,0,0,0,2.67,0,0,10.67,0,1.33,0,0,0,0
"90_SOCBOR1_19",0,0,0,0,0,2.67,0,0,9.33,1.33,0,0,0,0,0
"90_SOCBOR1_20",0,0,0,1.33,0,0,0,0,8,6.67,2.67,0,0,0,0
"90_SOCBOR1_21",0,0,0,0,0,4,0,0,22.67,0,1.33,0,0,0,0
"90_SOCBOR1_22",0,0,0,2.67,0,0,8,0,6.67,0,0,0,0,0,0
"90_SOCBOR1_23",0,1.33,0,1.33,0,1.33,0,0,40,1.33,1.33,0,0,0,1.33
"90_SOCBOR1_24",0,0,1.33,1.33,0,0,0,0,32,0,0,0,0,0,0
"90_SOCBOR1_25",0,0,0,0,0,40,0,0,12,0,0,0,0,0,0
"90_SOCBOR1_26",0,0,0,0,0,6.67,0,0,33.33,0,0,0,0,0,0
"90_SOCBOR1_27",0,0,0,0,0,0,0,0,30.67,1.33,0,0,0,0,0
"90_SOCBOR1_28",0,0,0,0,0,1.33,0,0,26.67,2.67,4,0,0,0,1.33
"90_SOCBOR1_29",0,0,0,0,0,0,14.67,0,36,0,1.33,0,0,0,0
"90_SOCBOR1_30",0,1.33,0,1.33,0,6.67,0,0,26.67,0,0,0,0,0,0
"90_SOCBOR2_1",0,1.33,2.67,8,1.33,0,0,2.67,16,0,8,0,0,0,0
"90_SOCBOR2_2",0,6.67,0,12,0,0,0,6.67,4,1.33,14.67,0,0,0,0
"90_SOCBOR2_3",0,5.33,0,6.66,0,0,0,5.33,5.33,1.33,9.33,0,0,0,0
"90_SOCBOR2_4",0,4,0,13.33,2.66,0,0,1.33,1.33,0,9.33,0,0,0,0
"90_SOCBOR2_5",0,5.34,0,10.66,0,0,0,8,16,0,13.33,0,0,0,0
"90_SOCBOR2_6",0,2.67,0,0,0,0,0,0,6.67,1.33,46.67,0,0,0,0
"90_SOCBOR2_7",0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0
"90_SOCBOR2_8",0,0,0,4,0,0,0,2.67,0,0,12,0,0,0,0
"90_SOCBOR2_9",0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0
"90_SOCBOR2_10",0,0,0,2.66,1.33,0,0,0,0,0,2.67,0,0,0,0
"90_SOCBOR2_11",0,0,0,5.33,0,0,0,0,1.33,0,12,0,0,0,0
"90_SOCBOR2_12",0,6.67,0,12,0,0,0,2.67,9.33,0,2.67,0,1.33,0,0
"90_SOCBOR2_13",0,2.67,0,0,0,0,0,5.33,1.33,1.33,1.33,0,0,0,0
"90_SOCBOR2_14",0,0,0,9.33,1.33,0,0,0,1.33,0,9.33,0,0,0,0
"90_SOCBOR2_15",0,12,0,2.67,0,0,0,0,5.33,0,10.67,0,0,0,0
"90_SOCBOR2_16",0,0,0,1.33,0,0,0,4,2.67,0,6.67,0,0,0,0
"90_SOCBOR2_17",0,0,0,4,0,0,0,0,2.67,0,5.33,0,0,0,0
"90_SOCBOR2_18",0,0,1.33,2.67,0,1.33,0,4,8,0,5.33,0,0,0,0
"90_SOCBOR2_19",0,1.33,0,0,2.67,0,0,5.33,1.33,0,5.33,0,0,0,1.33
"90_SOCBOR2_20",0,2.66,0,14.67,0,0,0,0,0,0,12,0,0,0,0
"90_SOCBOR2_21",0,0,0,1.33,0,0,0,4,4,0,13.34,0,0,0,0
"90_SOCBOR2_22",0,6.67,0,2.67,1.33,0,0,4,9.33,0,9.33,0,0,0,0
"90_SOCBOR2_23",0,2.66,0,16,0,0,0,10.67,5.33,0,1.33,0,0,0,0
"90_SOCBOR2_24",0,1.33,0,12,0,0,0,5.33,2.67,0,9.33,0,0,0,0
"90_SOCBOR2_25",0,0,0,4,0,0,0,6.67,10.67,0,5.33,1.33,0,0,0
"90_SOCBOR2_26",0,6.66,0,10.67,0,0,0,2.67,0,0,10.67,0,0,0,0
"90_SOCBOR2_27",0,4,0,4,0,1.33,0,4,0,0,12,0,0,0,0
"90_SOCBOR2_28",0,1.33,0,12,0,0,0,10.67,4,0,2.67,0,0,0,0
"90_SOCBOR2_29",0,1.33,0,16,0,0,0,0,9.33,0,12,0,1.33,0,0
"90_SOCBOR2_30",0,9.33,0,9.33,0,0,0,9.33,0,0,17.33,0,0,0,0
"90_SOCMOO1_1",0,1.33,0,0,0,0,0,0,52,0,21.33,0,0,0,1.33
"90_SOCMOO1_2",0,9.33,0,0,0,0,0,0,44,1.33,4,0,0,0,0
"90_SOCMOO1_3",0,1.33,0,4,0,1.33,0,0,54.67,0,5.33,0,0,0,0
"90_SOCMOO1_4",0,0,0,0,0,0,0,0,25.33,0,4,0,0,0,0
"90_SOCMOO1_5",0,0,0,0,0,0,0,0,13.33,1.33,5.33,0,0,0,0
"90_SOCMOO1_6",0,1.33,0,0,0,0,0,0,16,1.33,0,0,0,0,0
"90_SOCMOO1_7",0,0,0,0,0,0,0,0,18.67,0,0,0,0,0,0
"90_SOCMOO1_8",0,2.67,5.33,0,0,0,0,0,24,0,0,0,0,0,0
"90_SOCMOO1_9",0,1.33,0,0,0,0,0,0,9.33,0,0,0,0,0,0
"90_SOCMOO1_10",0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"90_SOCMOO1_11",0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0
"90_SOCMOO1_12",0,10.67,0,2.67,0,1.33,0,0,41.33,6.67,18.67,0,0,0,0
"90_SOCMOO1_13",0,0,0,1.33,0,0,0,0,5.33,0,1.33,0,0,0,0
"90_SOCMOO1_14",0,0,0,0,0,0,0,0,21.33,0,0,0,0,0,0
"90_SOCMOO1_15",0,0,0,0,0,0,0,0,9.33,1.33,4,0,0,0,0
"90_SOCMOO1_16",0,0,0,0,0,0,0,0,12,0,6.67,0,0,0,2.67
"90_SOCMOO1_17",0,1.33,0,0,0,0,0,0,32,1.33,13.33,0,0,0,0
"90_SOCMOO1_18",0,1.33,0,0,0,0,0,0,41.33,0,14.67,0,0,0,0
"90_SOCMOO1_19",0,12,0,0,0,0,0,0,40,0,5.33,0,0,0,0
"90_SOCMOO1_20",0,18.66,0,0,0,0,0,0,45.33,1.33,9.33,0,0,0,0
"90_SOCMOO1_21",0,18.67,0,1.33,0,0,1.33,0,44,2.67,2.67,0,0,0,0
"90_SOCMOO1_22",0,6.66,0,0,0,0,0,0,45.33,1.33,9.33,0,0,0,0
"90_SOCMOO1_23",0,5.33,0,0,0,0,0,0,50.67,0,10.67,0,0,0,0
"90_SOCMOO1_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO1_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCMOO2_1",0,0,0,0,0,0,0,0,10.67,1.33,1.33,1.33,0,0,0
"90_SOCMOO2_2",0,0,0,4,0,0,0,0,29.33,0,9.33,0,0,0,0
"90_SOCMOO2_3",0,4,0,0,0,1.33,0,0,26.67,0,6.67,0,0,0,0
"90_SOCMOO2_4",0,0,0,2.67,0,0,0,0,14.67,0,2.67,0,0,0,0
"90_SOCMOO2_5",0,0,0,0,0,0,0,0,2.67,0,8,4,0,0,0
"90_SOCMOO2_6",0,0,0,2.67,0,0,0,0,32,0,4,0,0,0,0
"90_SOCMOO2_7",0,2.66,0,0,0,2.67,0,0,33.33,0,12,0,0,0,1.33
"90_SOCMOO2_8",0,0,0,1.33,0,0,0,0,21.33,0,6.67,0,0,0,0
"90_SOCMOO2_9",0,0,0,1.33,0,0,0,0,10.67,9.33,9.33,0,0,0,2.67
"90_SOCMOO2_10",0,2.67,0,0,0,0,0,0,9.33,1.33,28,0,0,0,0
"90_SOCMOO2_11",0,0,0,1.33,0,0,0,0,5.33,0,2.67,0,0,0,0
"90_SOCMOO2_12",0,1.33,0,0,0,0,0,0,9.33,0,2.67,10.67,0,0,0
"90_SOCMOO2_13",0,0,0,1.33,0,0,0,0,4,0,2.67,0,0,0,0
"90_SOCMOO2_14",0,0,0,1.33,0,0,0,0,9.33,0,8,4,0,0,0
"90_SOCMOO2_15",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"90_SOCMOO2_16",0,0,0,0,0,0,0,0,4,0,6.67,0,0,0,0
"90_SOCMOO2_17",0,1.33,0,0,0,0,0,0,4,0,12,0,0,0,0
"90_SOCMOO2_18",0,0,0,0,0,0,0,0,14.67,0,0,6.67,0,0,0
"90_SOCMOO2_19",0,5.33,0,0,0,0,0,0,40,0,8,13.33,0,0,0
"90_SOCMOO2_20",0,0,0,1.33,0,0,0,0,25.33,0,16,0,0,0,0
"90_SOCMOO2_21",0,1.33,0,0,0,0,0,0,10.67,1.33,22.67,0,0,0,0
"90_SOCMOO2_22",0,0,0,0,0,0,0,0,18.67,0,9.33,8,0,0,0
"90_SOCMOO2_23",0,1.33,0,0,0,0,0,0,0,0,6.67,4,0,0,0
"90_SOCMOO2_24",0,0,0,0,0,0,0,0,16,0,10.67,0,0,0,1.33
"90_SOCMOO2_25",0,2.67,0,1.33,0,0,0,1.33,17.33,0,5.33,0,0,0,0
"90_SOCMOO2_26",0,0,0,0,0,0,0,2.67,20,0,4,16,0,0,0
"90_SOCMOO2_27",0,1.33,0,0,0,2.67,0,0,26.67,1.33,5.33,6.67,0,0,0
"90_SOCMOO2_28",0,1.33,0,2.67,0,0,0,1.33,25.33,0,4,0,0,0,0
"90_SOCMOO2_29",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"90_SOCMOO2_30",0,0,0,0,0,0,0,0,22.67,0,10.67,1.33,0,0,0
"90_SOCTAH1_1",0,0,0,0,0,5.33,0,1.33,18.67,2.67,37.33,0,0,0,0
"90_SOCTAH1_2",0,0,0,1.33,0,1.33,0,0,8,1.33,34.67,0,0,0,0
"90_SOCTAH1_3",0,0,0,2.67,0,0,0,9.33,4,0,14.67,0,0,0,0
"90_SOCTAH1_4",0,0,0,5.34,0,0,0,0,25.33,0,18.67,0,0,0,0
"90_SOCTAH1_5",0,0,0,2.67,0,0,0,12,10.67,1.33,9.33,0,0,0,0
"90_SOCTAH1_6",0,0,0,10.67,0,0,0,1.33,20,1.33,17.33,0,0,0,0
"90_SOCTAH1_7",0,0,0,8,0,1.33,0,6.67,18.67,0,22.67,0,0,0,0
"90_SOCTAH1_8",0,0,0,6.66,0,0,0,0,12,1.33,37.33,0,0,0,0
"90_SOCTAH1_9",0,0,0,10.67,0,2.67,0,2.67,16,0,10.67,0,0,0,0
"90_SOCTAH1_10",0,0,0,2.67,0,0,0,6.67,10.67,0,41.33,0,0,0,0
"90_SOCTAH1_11",0,0,0,0,0,0,0,0,2.67,0,24,0,0,0,0
"90_SOCTAH1_12",0,0,0,12,0,0,0,0,9.33,0,16,0,0,0,0
"90_SOCTAH1_13",0,0,0,2.67,0,12,0,2.67,2.67,2.67,24,0,0,0,5.33
"90_SOCTAH1_14",0,0,0,0,0,0,0,2.67,1.33,0,12,0,0,0,0
"90_SOCTAH1_15",0,0,0,0,0,2.67,0,1.33,0,0,13.33,0,0,0,0
"90_SOCTAH1_16",0,0,0,0,0,2.67,0,17.33,2.67,0,16,0,0,0,1.33
"90_SOCTAH1_17",0,0,0,0,0,0,0,2.67,1.33,0,21.33,0,0,0,0
"90_SOCTAH1_18",0,0,0,0,0,0,0,8,4,0,16,0,0,0,0
"90_SOCTAH1_19",0,0,0,0,0,1.33,0,8,12,0,18.67,0,0,0,0
"90_SOCTAH1_20",0,1.33,0,1.33,0,0,0,0,8,1.33,32,0,0,0,0
"90_SOCTAH1_21",0,0,0,0,0,4,0,0,18.67,0,22.67,0,0,0,0
"90_SOCTAH1_22",0,0,0,2.67,0,6.67,0,2.67,1.33,0,36,0,0,0,0
"90_SOCTAH1_23",0,0,0,0,0,2.67,0,2.67,12,0,18.67,0,0,0,0
"90_SOCTAH1_24",0,0,0,0,0,2.67,0,6.67,0,1.33,8,0,0,0,1.33
"90_SOCTAH1_25",0,0,0,2.67,0,5.33,0,1.33,2.67,0,22.67,0,0,0,0
"90_SOCTAH1_26",0,0,0,8,0,8,0,0,4,0,32,0,0,0,0
"90_SOCTAH1_27",0,0,0,2.67,0,0,0,0,20,0,20,0,0,0,2.67
"90_SOCTAH1_28",0,0,0,2.67,0,0,0,0,17.33,0,20,0,0,0,0
"90_SOCTAH1_29",0,0,0,4,0,0,0,2.67,1.33,0,17.33,0,0,0,0
"90_SOCTAH1_30",0,0,0,1.33,0,0,0,0,12,0,17.33,0,0,0,0
"90_SOCTAH2_1",0,0,0,0,0,0,0,5.33,0,0,13.33,0,0,0,0
"90_SOCTAH2_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_3",0,0,0,0,0,1.33,0,1.33,0,4,26.67,0,0,0,0
"90_SOCTAH2_4",0,0,0,0,0,1.33,0,0,0,1.33,18.67,0,0,0,0
"90_SOCTAH2_5",0,0,0,1.33,0,0,0,1.33,1.33,0,22.67,0,0,0,1.33
"90_SOCTAH2_6",0,0,0,1.33,0,1.33,1.33,9.33,0,0,16,0,0,0,13.33
"90_SOCTAH2_7",0,0,0,0,0,0,0,6.67,2.67,1.33,18.67,2.67,0,0,0
"90_SOCTAH2_8",0,0,0,0,0,0,0,1.33,2.67,1.33,30.67,0,0,0,0
"90_SOCTAH2_9",0,0,0,0,0,0,0,1.33,0,1.33,38.67,0,0,0,0
"90_SOCTAH2_10",0,0,0,0,0,0,0,0,0,0,29.33,0,0,0,0
"90_SOCTAH2_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_12",0,0,0,0,0,0,0,0,0,1.33,16,0,0,0,0
"90_SOCTAH2_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_14",0,0,0,0,0,0,0,0,0,1.33,20,0,0,0,0
"90_SOCTAH2_15",0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0
"90_SOCTAH2_16",0,0,0,0,0,0,0,1.33,0,0,1.33,0,0,0,0
"90_SOCTAH2_17",0,0,0,2.67,0,0,0,0,1.33,1.33,16,0,0,0,0
"90_SOCTAH2_18",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"90_SOCTAH2_19",0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0
"90_SOCTAH2_20",0,0,0,0,0,0,0,0,0,1.33,5.33,0,0,0,0
"90_SOCTAH2_21",0,0,0,0,0,26.67,0,0,0,0,1.33,0,0,0,1.33
"90_SOCTAH2_22",0,0,0,0,0,0,0,0,0,1.33,4,0,0,0,0
"90_SOCTAH2_23",0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
"90_SOCTAH2_24",0,0,0,0,0,2.67,0,0,0,2.67,5.33,0,0,0,0
"90_SOCTAH2_25",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
"90_SOCTAH2_26",0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0
"90_SOCTAH2_27",0,0,0,0,0,0,0,0,0,2.67,16,0,0,0,0
"90_SOCTAH2_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90_SOCTAH2_29",0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0
"90_SOCTAH2_30",0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0
"90_TUAMAK1_1",0,0,0,36,0,0,0,0,5.33,0,1.33,0,29.33,0,0
"90_TUAMAK1_2",0,2.66,0,20,2.67,0,0,0,8,0,2.66,1.33,54.67,0,0
"90_TUAMAK1_3",0,4,0,36,0,0,0,0,2.67,0,0,0,20,0,0
"90_TUAMAK1_4",0,6.66,0,46.67,0,0,0,0,8,0,16,0,16,0,0
"90_TUAMAK1_5",0,0,0,13.34,0,0,0,0,5.33,0,8,0,29.33,0,0
"90_TUAMAK1_6",0,0,0,44,0,0,0,0,5.33,0,4,0,17.33,0,0
"90_TUAMAK1_7",0,0,0,24,0,0,0,0,0,0,0,0,36,0,0
"90_TUAMAK1_8",0,0,0,24,0,0,0,0,6.67,0,6.67,0,57.33,0,0
"90_TUAMAK1_9",0,5.33,0,45.33,0,0,0,0,5.33,0,0,0,22.67,0,0
"90_TUAMAK1_10",0,0,0,49.33,0,0,0,0,1.33,0,4,0,5.33,0,0
"90_TUAMAK1_11",0,0,0,25.33,0,0,0,0,5.33,0,4,0,2.67,0,0
"90_TUAMAK1_12",0,0,0,22.67,0,0,0,0,2.67,0,16,0,21.33,0,0
"90_TUAMAK1_13",0,0,0,56,0,0,0,0,6.67,0,5.33,0,0,0,0
"90_TUAMAK1_14",0,0,0,41.33,0,0,0,0,0,0,10.67,0,0,0,0
"90_TUAMAK1_15",0,5.33,0,21.33,0,0,0,0,6.67,0,1.33,0,4,1.33,0
"90_TUAMAK1_16",0,1.33,0,24,0,0,0,0,5.33,0,8,0,8,0,0
"90_TUAMAK1_17",0,1.33,0,14.67,0,0,0,0,14.67,0,0,0,1.33,0,0
"90_TUAMAK1_18",0,0,0,72,0,0,0,0,2.67,0,5.33,0,4,0,0
"90_TUAMAK1_19",0,9.33,0,20,0,0,0,0,8,0,5.33,0,1.33,0,0
"90_TUAMAK1_20",0,0,0,12,0,0,0,0,4,0,2.67,0,9.33,0,0
"90_TUAMAK1_21",0,0,0,0,0,0,0,0,4,0,2.67,0,0,0,0
"90_TUAMAK1_22",0,5.33,0,53.33,0,0,0,0,2.67,0,0,0,0,0,0
"90_TUAMAK1_23",0,2.67,0,57.33,0,0,0,0,5.33,0,0,0,21.33,0,0
"90_TUAMAK1_24",0,21.33,0,57.33,0,0,0,0,2.67,0,1.33,0,0,0,0
"90_TUAMAK1_25",0,1.33,0,38.67,0,0,0,0,0,0,0,0,34.67,0,0
"90_TUAMAK1_26",0,0,0,17.33,0,0,0,0,0,0,2.66,1.33,54.67,0,0
"90_TUAMAK1_27",0,0,0,49.33,0,0,0,0,4,0,4,0,29.33,0,0
"90_TUAMAK1_28",0,0,0,32,0,0,0,0,4,0,6.67,0,32,0,0
"90_TUAMAK1_29",0,0,0,10.67,0,0,0,0,2.67,0,12,2.67,45.33,0,0
"90_TUAMAK1_30",0,0,0,28,0,0,0,0,1.33,1.33,9.33,0,36,0,0
"90_TUAMAK2_1",0,1.33,0,61.33,0,0,0,0,1.33,0,5.33,0,9.33,0,0
"90_TUAMAK2_2",0,0,0,73.33,0,0,0,0,0,0,4,0,2.67,0,0
"90_TUAMAK2_3",0,0,0,32,0,0,0,0,2.67,0,18.67,1.33,12,0,0
"90_TUAMAK2_4",0,0,0,37.33,0,0,0,0,0,0,28,0,2.67,0,0
"90_TUAMAK2_5",0,0,0,37.33,0,0,0,0,2.67,0,12,1.33,17.33,0,0
"90_TUAMAK2_6",0,0,0,22.67,0,0,0,0,4,0,12,0,29.33,0,0
"90_TUAMAK2_7",0,0,0,18.67,0,1.33,0,0,0,0,17.33,2.67,5.33,0,0
"90_TUAMAK2_8",0,0,0,9.33,0,0,0,0,0,1.33,17.34,0,0,0,0
"90_TUAMAK2_9",0,0,0,6.67,0,0,0,0,0,0,22.67,8,2.67,0,0
"90_TUAMAK2_10",0,0,0,36,0,0,0,0,1.33,0,25.34,0,10.67,0,0
"90_TUAMAK2_11",0,0,0,2.67,0,0,0,0,5.33,0,42.66,2.67,2.67,0,0
"90_TUAMAK2_12",0,1.33,0,6.67,0,0,0,0,4,0,38.67,0,0,0,0
"90_TUAMAK2_13",0,0,0,30.67,0,0,0,0,4,0,26.66,0,2.67,0,0
"90_TUAMAK2_14",0,1.33,0,20,0,0,0,0,5.33,0,5.33,0,45.33,0,0
"90_TUAMAK2_15",0,1.33,0,18.67,0,0,0,0,1.33,0,5.34,0,57.33,0,0
"90_TUAMAK2_16",0,0,0,42.67,0,0,0,0,1.33,0,18.67,0,18.67,0,0
"90_TUAMAK2_17",0,2.67,0,32,0,0,0,0,2.67,0,4,0,25.33,0,0
"90_TUAMAK2_18",0,0,0,30.67,0,0,0,0,1.33,0,12,0,41.33,0,0
"90_TUAMAK2_19",0,0,0,44,0,0,0,0,0,0,12,0,8,0,1.33
"90_TUAMAK2_20",0,0,0,37.33,0,0,0,0,0,0,26.67,0,0,0,1.33
"90_TUAMAK2_21",0,0,0,30.67,0,0,0,0,1.33,0,4,0,28,0,0
"90_TUAMAK2_22",0,4,0,26.67,0,0,0,0,0,0,1.33,0,5.33,0,0
"90_TUAMAK2_23",0,13.33,0,48,0,0,0,0,0,0,8,0,5.33,0,5.33
"90_TUAMAK2_24",0,0,0,4,0,0,0,0,4,0,4,0,13.33,0,0
"90_TUAMAK2_25",0,0,0,25.33,0,0,0,1.33,6.67,0,0,0,14.67,0,0
"90_TUAMAK2_26",0,0,0,25.33,0,0,0,0,2.67,0,9.33,0,37.33,0,0
"90_TUAMAK2_27",0,0,0,32,0,0,0,0,1.33,1.33,0,0,36,0,0
"90_TUAMAK2_28",0,4,0,10.67,2.67,0,0,0,0,0,24,0,2.67,0,0
"90_TUAMAK2_29",0,0,0,25.33,0,0,0,0,4,1.33,25.33,0,6.67,0,0
"90_TUAMAK2_30",0,1.33,0,56,0,0,0,0,6.67,0,13.33,0,0,0,0
"90_TUARAN1_1",0,0,0,2.67,0,0,0,5.33,2.67,1.33,12,0,0,0,0
"90_TUARAN1_2",0,0,0,1.33,0,0,0,0,0,1.33,9.33,0,0,0,0
"90_TUARAN1_3",0,0,0,1.33,0,0,0,0,2.67,0,14.67,0,0,0,0
"90_TUARAN1_4",0,0,0,2.66,0,0,0,0,1.33,0,16,0,0,0,0
"90_TUARAN1_5",0,0,0,2.67,0,0,0,0,0,0,5.33,0,0,0,0
"90_TUARAN1_6",0,0,0,5.33,0,0,0,0,0,0,20,0,0,0,0
"90_TUARAN1_7",0,0,0,0,0,0,0,0,1.33,0,4,0,0,0,0
"90_TUARAN1_8",0,0,0,0,0,0,0,0,1.33,0,14.67,0,0,0,0
"90_TUARAN1_9",0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0
"90_TUARAN1_10",0,1.33,0,0,0,0,0,0,4,0,5.33,0,0,0,0
"90_TUARAN1_11",0,0,0,2.67,0,0,0,0,1.33,0,16,0,0,0,0
"90_TUARAN1_12",0,0,0,4,0,0,0,0,4,0,20,0,0,0,0
"90_TUARAN1_13",0,0,0,0,0,0,0,0,2.67,0,8,0,0,0,0
"90_TUARAN1_14",0,0,0,0,0,0,0,0,1.33,0,1.33,0,0,0,0
"90_TUARAN1_15",0,0,0,4,0,0,0,0,2.67,0,36,0,0,0,0
"90_TUARAN1_16",0,0,0,4,0,0,0,0,1.33,0,8,0,0,0,0
"90_TUARAN1_17",0,0,0,1.33,0,0,0,0,1.33,0,1.33,0,0,0,0
"90_TUARAN1_18",0,0,0,6.67,0,0,0,1.33,1.33,0,10.67,0,0,0,0
"90_TUARAN1_19",0,0,0,12.01,0,0,0,0,0,0,17.33,0,0,0,0
"90_TUARAN1_20",0,4,0,3.99,0,0,0,0,0,0,16,0,0,0,0
"90_TUARAN1_21",0,1.33,0,4,0,0,0,0,0,1.33,12,0,0,0,0
"90_TUARAN1_22",0,0,0,6.66,0,0,0,0,0,0,4,0,0,0,0
"90_TUARAN1_23",0,0,0,2.66,0,0,0,0,2.67,0,6.67,0,0,0,0
"90_TUARAN1_24",0,0,0,6.66,0,0,0,0,1.33,0,17.33,0,0,0,0
"90_TUARAN1_25",0,0,0,2.66,0,0,0,0,0,1.33,10.67,0,0,0,0
"90_TUARAN1_26",0,0,0,2.67,0,1.33,0,0,5.33,0,8,0,0,0,0
"90_TUARAN1_27",0,0,0,0,0,0,0,4,1.33,0,12,0,0,0,1.33
"90_TUARAN1_28",0,2.67,0,8,0,0,0,0,4,0,10.67,0,0,0,0
"90_TUARAN1_29",0,0,0,2.67,0,0,0,0,0,0,24,0,0,0,0
"90_TUARAN1_30",0,0,0,2.66,0,0,0,0,0,0,5.33,0,0,0,0
"90_TUARAN2_1",0,5.33,0,6.66,0,0,0,0,20,0,5.33,2.67,0,0,0
"90_TUARAN2_2",0,1.33,0,1.33,0,0,0,0,6.67,0,10.67,0,0,0,0
"90_TUARAN2_3",0,0,0,1.33,0,0,0,0,8,0,1.33,0,0,0,0
"90_TUARAN2_4",0,1.33,0,4,0,0,0,0,17.33,0,10.67,0,0,0,0
"90_TUARAN2_5",0,2.67,0,9.33,0,0,0,0,9.33,0,4,0,0,0,0
"90_TUARAN2_6",0,1.33,0,1.33,0,0,0,0,9.33,0,0,0,0,0,0
"90_TUARAN2_7",0,1.33,0,5.33,0,0,0,1.33,6.67,8,6.66,0,0,0,0
"90_TUARAN2_8",0,5.33,0,5.34,0,0,0,0,5.33,1.33,18.66,0,0,0,0
"90_TUARAN2_9",0,1.33,0,10.67,0,0,0,5.33,1.33,1.33,0,0,0,0,0
"90_TUARAN2_10",0,0,0,6.66,1.33,0,0,0,2.67,0,4,0,0,0,0
"90_TUARAN2_11",0,8,0,2.67,0,0,0,0,0,1.33,2.66,0,0,0,0
